핸들,댓글 내용
@sooakim7930,"선크림좋다는 에스테틱브랜드부터 올영랭킹템까지 무기자차유기자차 혼합자차 안써본게없어요 근데 아직도 정착을 못했어요 왜냐 저한텐 다 너무심한 눈시림때문이에요 바르고나가면 우느라 바빠요 그리고 제가 수부지 트러블피부인데 겉은 기름(?)유분인지 수분인지 넘 답답한데 속은 건조한 텍스처들이였어요 선크림 중요한거 알지만 이러한 불편한 점들때문에 안바르게 될때가 많아요 그리고 선크림만바르고 빨리 세안하지않으면 트러블이 올라오더라고요…산뜻한데눈시림없고 트러블안나는선세럼? 이것만으로도 너ㅜ무기대되고 더이상 선크림에 텅장하고싶지않아요 집에 선크림만 무더기…
추가질문
=세안은 어떻게되나요? 이지워시일까요??!"
@minjikim648,"아묻따 구매완료~! 심톨님이 자기가 쓰기위해 만들었다고 하니 그냥 믿고 구매해요. 저는 기존에 톤업 선세럼 사용자인데요. 선세럼이 발림성은 선크림보단 좋은데 메컵하기 전에 좀 밀림 현상 있어서 아쉬웠고, 오후되면 좀 기름져지고 트러블도 생기긴 했거든요. 그런데 이건 투명 제형의 진정성분 포함 선세럼이라니, 베이스로 바르고 메컵하고 나면 오히려 더 화장 잘 먹을것 같고, 시카성분 포함이라 트러블 걱정없고, 와중에 자외선 차단지수 는 높아서 넘 기대됩니다. 얼른 써보고 싶어요!! 심톨님이 완전 심혈을 기울여서 만들걸 알아서 왠지 소듕히 아껴써야 할 것 같은..ㅎㅎ아직 30미리 다 써보진 않았지만 더 큰 용량으로도 나오면 좋을 것 같아요! ><"
@jang-bal-jang,"선크림 바를때 얼굴이 하얘지는것도 부담스럽고, 투명한건 피부에 뭐가나고 눈이 따가워서 대충 쪼끔만 바르거나 그냥 안바르고다녔는데 이번엔 500원 동전크키만큼 발라볼수있을지 궁금해서 구매했습니다"
@user-lb2sb8zs6p,선크림 유목민 여기요! 인스타 예고글 볼때부터 기다렸다구요!!! 영상 보자마자 바로 4개주문 넣고왔어요!! 수분부족 지성에 여쿨라이트인데 ㅠ 기존 선크림 잘못바르면 여쿨라 특유의 투명한 피부표현이 안되고 두껍고 기름지고 탁한 메이크업이 되어버려서 오히려 쌩얼이 더 낫다라고 들었어서 가볍고 산뜻한 맑은 느낌나는 선크림 너무 원했어요! 그리고 여름에 오프숄더 민소매 많이입는데 끈적한 기존 선크림 바르고 땀이랑 섞여서 하루종일 답답하구 클렌징도 힘들고 넘 고생이였는데 이 선세럼은 그럴 걱정없어보여 바로 쟁였어요! 오래오래 좋은가격에 계속 함께 했음좋겠어요!!!!!
@rachellee8949,"심톨이 심톨했네
 최고에요"
@ttomhi-yn9xv,구매완료
@user-wq4jq3lw5k,"저는.. 인플루언서처럼 사회에 영향을 주는 공인이 아니지만 정말 피부에 미친 사람이라고 할 수 있을 정도로 피부집착공인데요,, 저도 심톨님처럼 복합성이고 완전 예민한 피부예요ㅠㅠ 제 주변 피부고민 제가 다 들어주고요,, 스킨케어제품은 올영 제품 절대 안 써요… 그것보다 좋은 게 많기 때문에… 그 정도로 피부관리를 좋아해서 반년 고민 후 다니던 대학 중퇴하고 뷰티과로 이전했어요… 뷰티블로그도 했었구요! 그래서 그런지 이런 신박한 투명 선세럼…. 너무 궁금해요….. 심톨의 미도리 선세럼!!!!!!!!!(미도리는 일본어로 녹색, 나무의 새싹 머 그런 뜻입니당) 솔직히 저도 영상보면서 저게 자외선 차단이 될까 고민했어요 근데 증명해주시는 거 보고 기겁… 저렇게 강력하다니….. 저 역시도 선크림은 답답하고 밀리고 얼굴에 챡!!! 잘 붙는 선크림 찾기 어려워서 잘 안 바르거든요…. 아니면 톤업선크림 하나만 발라요 그래서 피부에 미친 사람이지만 선크림 사는게 돈 아깝다고 생각하여 잘 안 사는 사람…입니다…. 근데 선크림을 이렇게 사보고 싶은 적은 처음이예요… 진짜 제형감 너무 궁금하고 꼭 써보고 싶어요… 특히 바디에 써보고 싶어요… 답답해서 평생 한번도 바디에 선크림 발라본 적이 없습니다..ㅋㅋ 그래서 여름에 무조건 긴팔티입어요….기대 엄청 할게요!!!!!!!!"
@dooly_12.25,이것도 두시간에 한번씩 비르면 되나요? 일반 썬크림 처럼요
@s2h673,"아버지께서 밖에서일하시는직업을 갖고계셔서 한여름이나 안에서작업하실땐 유독 얼굴이 술톤이고 얼굴이 따가워 알로에와 마스크팩을 달고사시는분입니다ㅠ근데 선크림을 바르면좀괜찮다고 하셔서 여러브랜드제품을 사드렸는데 백탁이나 텁텁함,눈시림때문에 손이안가셔서 선크림 한통을비워본적없는 찐 선크림유목민이였는데 항상영상보면 꿀정보와 성분좋은것만 쏙쏙소개해주시는 심톨님이 만드신제품이라 믿을수있어 바로주문했습니다! 텁텁함이 느껴지지않는제형같아 아버지도 손이자주가실꺼같아 무척이나 기대중입니다"
@user-nw8bl2dr1x,선세럼 바르고 위에 크림 발라도 안밀릴까요?
@user-hp8fp1dv3l,구매완료
@min9828,땀났을때 유지력은 어느정도인가요..??
@suenghae,"왔다 유튜브 속 내 작은 홈쇼핑....
어떻게 이렇게 모든 불만을 갈아엎어서 만들엇는지...원래 뭐든지 내가 불만이어야 장사도 진심으로 하는 법이잔아요..? 너무 맘에 드러 기초가 따로 없어
진짜 선크림 바르기 너-무 귀찮고 바를 때마다 트러블 올라오고 짜지지도 않는 염증만 증말 맨날! 선세럼 어쩌구 트러블 어쩌구 해도 트러블 나고, 결국 건성용 크림 한 두어번 바른 것 같은 느낌일 뿐이고 
나 이런 선크림 진짜 원햤는데..정말..그냥 기초로 바르는 수준인 그런 선크림...없어지는 선크림...
저녁마다 미백 열심히 해놓고 선크림 바를까 말까 아침에 5분은 고민하는데 
정말...믿어보궜어요...이마가 빤딱거리다 못해 앞머리 떡진 그 느낌...없을거라고... 때처럼 밀려서 짜증 올라오는 그 느낌 없을거라고...목에 바를 때 찝찝한 거....
선크림 사 놓은거 세 번 바르고 1년 가까이 바라만 보고 있는데요. 세럼 두 번 바르는 듯한 그 느낌...! 아직까지 아무리 해봤자 촉촉한 선(세럼)에 불과 했는데 
(선)세럼으로 내 얼굴에도 구현될 거라 믿으며.....
진짜라면 여기에 뼈를 묻겠어요. 
단종되면 구질구질 X처럼 굴겠어요.
50ml 소식...듣고 사람처럼 걸어왔어요 
빨리..빨리 발주 빨리.,,저 급해요"
@yeonjisong4942,선크림 안바르고 다니는 남편 발라주려고 3개세트 구매했어요! 백탁없이 막 바르기 좋다고 하셔서 선크림이라고 말 안하고 그냥 크림처럼 바르라고 하려고요
@Azoom-TV,"심톨님추천으로 조은 제품 만났는데 직접 만든 선새럼 
악건성인 저한테 조을것같아 일단 믿고 쟁이러 갑니다
제발 좋길 바래봅니다 !!
안바를수도 없구 촉촉하고 유명하고 비싸고 싸고 이것저것 다써봤는데 울긋불긋 올라오고 간지럼구 화장 밀리구 ㅠㅠ유목민 끝내구 인생템 정착하고샆어요!
일단 주문하구~ 이벤트도 참여합니댱
세일 한가격이4개구매시 
개당17000원정도 인데~
정말 좋은성분이라 믿고쓸게여!!
제발 제발 저랑 잘맞길
4개짜리 쥬문"
@user-hl5oj9xd8w,선제품이 출시하기를 기다린적이 없었는데 드디어!! 유일하게 기다린 제품이 출시하다니ㅜㅠ바로 구매합니다!🫡
@leebella2803,이지워시인가요?.?
@_k8821,"회원가입 없이 바로 구매 하여 후기를 남길 수 없어서 댓글로 후기 작성 해 봐요~

일단 저눈 아기용 선크림을 발라도 눈시려움에 눈물이 주르륵 계속 흘러
선크림바르는걸 포기 했던 사람입니다

그러다가 우연히 이 영상을 보게되어̆̎
비싼건 다르겠지 싶어̆̎ 주문을 해봣어요!

배송은 지방이지만 익일수령 했구요

발림성은 찐 세럼처럼 촉촉 부들하다가
마무리감이 선크림 바르듯 유분기가 나오는̆̈ 느낌인데 또 손에 끈적하게 잔여감은 남지 않았어요

선 세럼만 바르고 활동 해보아도 눈시림 1도 없었구요

세럼 위에 화장을 했는데 피부가 좋아보인다는̆̈ 말을 그날 계속 들을만큼 광이 좌르르르 나요

매트쿠션을 사용했을땐 광이 나는데
촉촉을 쓰니까 나중에 기름같은 느낌?

하지만 세럼으로 인한 무너짐도 없었고
끼임 백탁같은것도 없었습니다!

가격대가 있어서 1개만 일단 구매했는데
지금까지 사용후기로는 다 쓰면 또 구매 할것같아요 

눈시림으로 선크림 포기하셨던 분들
한번 사용 해 보시길 추천드려요~"
@Queen-gu5wz,민감홍조피부도 발라고 괜찮을까요???
@user-gl3sr8fb7s,"썬크림만 바르면 뒤집어지는 피부.. 좁쌀이 너무 올라와서 고민인 피부 인데 
뒤집어지면 약먹고 썬크림 바꾸고 다시 좁쌀나면 약먹고 썬크림 바꾸고 반복.. 
제형이 좋든 안 좋든 트러블만 안 생겼으면 소원이 없는 피부.. 
피부과 제품이 좋다 그래서 피부과 제품만 맹신 중이었는데 
너무 궁금한 제품 이네요"
@user-to7sr7si6d,저는 지성에 민감성 피부에 피지가 많은 피부 타입이라 항상 화해에서 제품 검색하고 구매하고 있어요 제품 잘못 쓰면 지루성피부염에 트러블이 생겨 복구하는 데 오래 걸려서 고생을 몇 년 동안 해서 무서워서 쉽게 제품을 바꿀 수가 없어요 지금 쓰는 선크림은 성분은 좋지만 좀 바르면 답답하고 눈 시림 있어 성분이 좋아도 쓰지 못하고 버린 경우도 있고 백탁이 있고 코 부분이 흡수가 덜 되어서 들뜸이 있어 고민이 있었는데요 선크림은 바르기 싫지만 피부는 25살부터 노화한다고 해서 맞는 선크림을 계속 찾고 있었어요 영상에서 수분감도 좋고 바른 듯 안 바른 듯 선세럼   있다고 해서 심톨님 믿고 선세럼 4통 우선 주문했어요 제발 저한테 좋았으면 좋겠어요  촉촉하면서 투명하다니 거기다가 흡수도 빠르고 선크림 바르기 위해 기초 바르고 흡수하는 게 솔직히 귀찮아서 선크림 바르지 않고 출근한 적이 많아서요 제가 써보고 좋으면 가족들한테 선물하고 쟁일게요 좋은 선세럼을 만들기 위해 노력해 주셔서 감사합니다 믿음이 가네요 잘 보고 있어요 선세럼 번창하세요
@user-dj9oo7ek4y,"정말...  찾았던 제품이에요..ㅜㅜ
직장다니면서 코로나가 생겨나고...코로나에 혼자 책임감??에 마스크2개 끼고도
얼굴에 트러블 하나 나지 않았는데.. 회사일, 개인적인일로 스트레스 안받는 분들은 없겠지만..

정말 한순간에 얼굴트러블, 좁쌀이 나기 시작했어요.. 
 선크림 때문인거 같은데.. 안바르자니... 절대 용납이 안되고. 바르자니 답답하고, 바를때도 힘들고..
국물.. 몸에 바르면 옷, 가방에 조금이라도  묻고...
정말..  고민이였는데...

진심으로!!!  보자마자 !!!4개로 구매했습니다
사용해보고 전신에 바를거 같아요ㅜㅜ
말씀대로 속는셈치고!!!!질렀고
사용해보고 진짜 계속!!!!주문할거에요!!!!

너무 고생하셨고 감사합니다!!! 
정말 정말×100  빠르게 받아보고 사용하고 싶습니다!!!!!!"
@kim-s,"와웅~ 델피어와 함께 이벤트 열어주셔서 너무 감사합니다!
심톨님이 직접 고르고 고른 썬크림을 만드셨다니효~!!! 365일 정말 필수템이라 썬크림 중요한데 아직까지 인생 썬크림을 못만나서 썬크림대신 자외선차단 마스크와 썬그리 썬캡 양산으로
지내는데 그만큼 제피부가 예민하고 민감하고 건조하고 그래효..ㅠㅠ 그런데! 투명한 썬세럼이라뇨~!!!!! 악건성인 저한텐 촉촉한 썬크림으로 너무너무 좋을것 같아효~!!!! 자외선차단 주름개선
미백까쥐~!!! 일단 썬크림이 투명한제형에 촉촉함이 너무 너무 맘에 들어요~
 아무래도 좋은성분들로 이루워져서 용량에 비해 가격이 있긴 하지만 정말 저한테 맞으면!! 꾸준히 사용해보고
싶어효~!!!!
 정말 자외선차단 장비 도구없이 썬크림만으로 촉촉하게 지내고 싶네효~ㅠㅠ 도전!!!!!! 해봅니다~!!!! ㅠㅠ"
@user-du8xi5ns9f,쟁이고싶은데 유통기한 어떻게되나요?
@user-dn5ir8fs1s,몸에도 바르라면서 저 쪼끄만걸 아까워서 어뜨케 써요 ㅠㅠㅠㅠㅠㅠ 30ml?! 이렇게 좋은거.. 아까워서라도 몸에 못써... 대용량 내주세요 !!!!!!! 
@kimmiya09,"선세럼바르는순서가어떻게되나요?
토너-비타민c세럼-크림-선크림 이런순서로 발랐었는데 선세럼은어디에넣으면되요?"
@user-ei6qf4cx1g,"심톨님! 저는 중학생때부터 선크림을 써온 30대인데요 어렸을 때부터 저하면  = 선크림이란 공식이 친구들 선생님사이에 생길정도로 선크림을 미친듯이 발라왔습니다 어렸을 때는 유기자차 무기자차 개념없이 싼거 쓰면서 백탁 눈시림 모두 뭔지 모르고 막 썼었어요 저의 가장 큰 고민은 십년넘게 선크림을 발라오면서도 아직까지 제 인생선크림이 없다는 것입니다(시중에서 제가 안써본 선크림 브랜드는 거의 없을 정도입니다) 눈이 너무 예민해서 유기자차는 몇 번 쓰지도 못하고…어렸을 때는 눈물이 줄줄 흐르는데 선크림 때문인줄도 몰랐어요 무기자차는 백탁이 너무 심하지만 어찌되었든 유기자차를 못쓰면 무기자차라도 써야하니 얼굴 둥둥뜬채로 무기자차를 쓰고 있긴한데… 저는 검정색옷은 선호해서 목에 바르면 옷에 하얗게 묻게되는 엄청난 치명적인 단점을 감안하면서 쓰고있습니다…  그리고 근래에 또 고민이 생겼는데요 요 몇달간 선크림만 쓰면 얼굴이 따갑고 간지러워요 유기,무기,혼합 가릴 것 없이 피부가 뒤집어지진 않지만 유기를 바르면 피부가 화끈해지고 무기를 바르면 피부가 너무 간지럽습니다… 선크림은 기초단계라 생각해서 눈물을 머금고 쓰고있지만 제 피부가 언제까지 버텨줄지 정말 의문이에요 아쿠아테카… 제일 중요한 눈시림 없다 하셨고 수분세럼을 바르듯이 기초처럼 편하게 바를 수 있는 선세럼같은데 제 인생 선제품을 정말 찾고싶습니다"
@suekive,"솔직히 선크림은 모두가 많은 제품을 쉽게 접하고 써본 경험이 많잖아요! 그런데 제형과 성분 만으로 이렇게 궁금증을 일으키는 건 생각해보니 처음인 것 같아요..
 그만큼 심톨님이 썬케어에 진심이라는 얘기겠지요 
 이미 써보기도 전에 기대가 가득해서 설레기까지 하네요..! 트러블이 주기적으로 올라오는데 매일 바르는  썬크림을 바꿔주는 것만으로도 도움이 많이 될 것 같아요 ! 꼼꼼하게 따져보고 성분과 수많은 테스트를 거쳐온 “델피어 아쿠아 테카 카밍 선세럼“ !! 정말 기대가 됩니다.. 30ml ..4통 질러 버렸어요.. 아 이거는 대용량도 기대해봐도 되는 거겠죠 심톨언니야 🩵 이벤트도 준비해준 고마운 마음을 애정하는 구독자로써 그 진심을 듬뿍 받아 이벤트도 꼬옥 참여 합니다
🪻 사랑~"
